position_x,position_y,velocity_x,velocity_y,acceleration_x,acceleration_y,heading,timestamp
48.1,30.0,0.4,0.0,0,0.0,0.0,8.9
48.5,30.0,0.4,0.0,0,0.0,0.0,9.0
48.9,30.0,0.4,0.0,0,0.0,0.0,9.1
49.300000000000004,30.0,0.4,0.0,0,0.0,0.0,9.200000000000001
49.7,30.0,0.4,0.0,0,0.0,0.0,9.3
50.099999999999994,30.0,0.4,0.0,0,0.0,0.0,9.4
50.5,30.0,0.4,0.0,0,0.0,0.0,9.5
50.9,30.0,0.4,0.0,0,0.0,0.0,9.600000000000001
51.3,30.0,0.4,0.0,0,0.0,0.0,9.700000000000001
51.7,30.0,0.4,0.0,0,0.0,0.0,9.8
52.1,30.0,0.4,0.0,0,0.0,0.0,9.9
